Spotify URI,Energy,Danceability,Valence,Acousticness,Instrumentalness,Liveness,Speechiness,Tempo,Key,Mode,Time Signature,Loudness,Duration (ms),Genre,All Genres,Fetched At
spotify:track:1nrWrZkGdSqz3UaDkv3Z35,,,,,,,,,,,,,228586,groove metal,groove metal; metal,2025-11-14T09:04:50.965Z
spotify:track:22L7bfCiAkJo5xGSQgmiIO,,,,,,,,,,,,,299613,rap,rap,2025-11-14T09:04:50.965Z
spotify:track:25qmm4JIi2JYsQBQ9Fm43B,,,,,,,,,,,,,225701,noise rock,noise rock; industrial; witch house; industrial rock; industrial metal; metalcore; deathstep,2025-11-14T09:04:50.965Z
spotify:track:2bLqfJjuC5syrsgDsZfGmn,,,,,,,,,,,,,179120,,,2025-11-14T09:04:50.965Z
spotify:track:2nRPe20CA8MXIITIMY3q8G,,,,,,,,,,,,,166613,,,2025-11-14T09:04:50.965Z
spotify:track:4bkn2I48urEzfZEuCSwr78,,,,,,,,,,,,,306368,,,2025-11-14T09:04:50.965Z
spotify:track:4J5bAXeFoRh7rCD88ZmhvH,,,,,,,,,,,,,211279,,,2025-11-14T09:04:50.965Z
spotify:track:4p4YWRwlMj6XFcHkOrAbG7,,,,,,,,,,,,,244426,roots rock,roots rock,2025-11-14T09:04:50.965Z
spotify:track:4UKJUbcuStnnxLeJmVJsSc,,,,,,,,,,,,,176561,moombahton,moombahton,2025-11-14T09:04:50.965Z
spotify:track:7CZyCXKG6d5ALeq41sLzbw,,,,,,,,,,,,,229573,metal,metal; glam metal; heavy metal; hard rock; rap,2025-11-14T09:04:50.965Z
spotify:track:7dm3cGVcTODdeXBJujYiXL,,,,,,,,,,,,,301320,progressive metal,progressive metal; progressive rock; symphonic metal; power metal; metal,2025-11-14T09:04:50.965Z
spotify:track:7hvO2qCwJVZxiyoA7c9i5d,,,,,,,,,,,,,209120,soft pop,soft pop; country; outlaw country,2025-11-14T09:04:50.965Z
spotify:track:7tWObLDZvkXipaTs2g5lVG,,,,,,,,,,,,,193912,pop punk,pop punk; midwest emo; punk,2025-11-14T09:04:50.965Z
spotify:track:0Dh7UaIMVrl3G091Y96zFn,,,,,,,,,,,,,123827,stoner rock,stoner rock; stoner metal; sludge metal; space rock,2025-11-14T09:04:50.965Z
spotify:track:0jY829pCMnstlNtaE72vSB,,,,,,,,,,,,,204786,metal,metal; nu metal; alternative metal; rap metal; hard rock,2025-11-14T09:04:50.965Z
spotify:track:1tecfydTJfh9cKUJV4d3vo,,,,,,,,,,,,,243061,,,2025-11-14T09:04:50.965Z
spotify:track:22ML0MuFKfw16WejbxsLOy,,,,,,,,,,,,,209360,aor,aor,2025-11-14T09:04:50.965Z
spotify:track:262RJtiqytpugV1UvDicN9,,,,,,,,,,,,,167533,emo,emo; pop punk,2025-11-14T09:04:50.965Z
spotify:track:2avKuMN2QXkaG9vvHa2JLt,,,,,,,,,,,,,321040,nu metal,nu metal; rap metal; alternative metal; rap rock,2025-11-14T09:04:50.965Z
spotify:track:2WRFD9WczJ975X2K1Y9YVs,,,,,,,,,,,,,221000,indie rock,indie rock,2025-11-14T09:04:50.965Z
spotify:track:2ygMBIctKIAfbEBcT9065L,,,,,,,,,,,,,213066,,,2025-11-14T09:04:50.965Z
spotify:track:3OcsJwdFNp5PI9p9to8FE3,,,,,,,,,,,,,235026,hard rock,hard rock; gothic rock; glam metal,2025-11-14T09:04:50.965Z
spotify:track:5gB2IrxOCX2j9bMnHKP38i,,,,,,,,,,,,,275640,country,country,2025-11-14T09:04:50.965Z
spotify:track:5NLuC70kZQv8q34QyQa1DP,,,,,,,,,,,,,208653,rap rock,rap rock; old school hip hop; east coast hip hop; hip hop,2025-11-14T09:04:50.965Z
spotify:track:6JymsaWDHk2Yj4e0yNBIFH,,,,,,,,,,,,,214946,,,2025-11-14T09:04:50.965Z
spotify:track:6O07S5jyxG1e2hri4pcIjY,,,,,,,,,,,,,213010,,,2025-11-14T09:04:51.596Z
spotify:track:79CUrU5o2KAVDTNm4x3eGU,,,,,,,,,,,,,279800,big beat,big beat; breakbeat; hardcore techno,2025-11-14T09:04:51.596Z
spotify:track:7kcpHWatuYs5khreMZICS8,,,,,,,,,,,,,187451,post-punk,post-punk; punk; noise rock,2025-11-14T09:04:51.596Z
spotify:track:7M2tXmeS15NAzEn7ABFeBg,,,,,,,,,,,,,245386,rap,rap; hip hop,2025-11-14T09:04:51.596Z
spotify:track:7ybIcMrSGMNBlZk0FLkvls,,,,,,,,,,,,,196106,skate punk,skate punk; punk; pop punk,2025-11-14T09:04:51.596Z
spotify:track:08cf3XvVLx0XD6l4izl0jb,,,,,,,,,,,,,242070,,,2025-11-14T09:04:51.596Z
spotify:track:0kYMwaQWABTkFff8AZjmYI,,,,,,,,,,,,,215040,,,2025-11-14T09:04:51.596Z
spotify:track:0nCAVzknkzRXRgB6LhRv04,,,,,,,,,,,,,134906,,,2025-11-14T09:04:51.596Z
spotify:track:1JVTJW3UezKcVPef1Ke5b7,,,,,,,,,,,,,262226,,,2025-11-14T09:04:51.596Z
spotify:track:297PYWIVLP38C1a92ND8Kv,,,,,,,,,,,,,201133,,,2025-11-14T09:04:51.596Z
spotify:track:2LDkKIFr5iSwoEkrgGGGGE,,,,,,,,,,,,,170066,brazilian rock,brazilian rock; brazilian pop; mpb,2025-11-14T09:04:51.596Z
spotify:track:2SgbR6ttzoNlCRGQOKjrop,,,,,,,,,,,,,243533,groove metal,groove metal; metal; thrash metal; heavy metal,2025-11-14T09:04:51.596Z
spotify:track:3inSAmtjMjAePyBUqh5Z3r,,,,,,,,,,,,,247013,metal,metal; glam metal; heavy metal; hard rock,2025-11-14T09:04:51.596Z
spotify:track:3kXoKlD84c6OmIcOLfrfEs,,,,,,,,,,,,,216022,funk,funk; disco,2025-11-14T09:04:51.596Z
spotify:track:40o6g3WCInNS7uFlI9rUZy,,,,,,,,,,,,,158053,,,2025-11-14T09:04:51.596Z
spotify:track:4SSnFejRGlZikf02HLewEF,,,,,,,,,,,,,193143,,,2025-11-14T09:04:51.596Z
spotify:track:5jRQvcl66ovRTjUwzXziZA,,,,,,,,,,,,,253866,classic rock,classic rock; southern rock; country rock,2025-11-14T09:04:51.596Z
spotify:track:5wQnmLuC1W7ATsArWACrgW,,,,,,,,,,,,,311106,emo,emo; pop punk,2025-11-14T09:04:51.596Z
spotify:track:7aOor99o8NNLZYElOXlBG1,,,,,,,,,,,,,180640,rock,rock,2025-11-14T09:04:51.596Z
spotify:track:7GkM8M2EC8OJblOxQxAR7t,,,,,,,,,,,,,139160,classic rock,classic rock; southern rock; country rock,2025-11-14T09:04:51.596Z
spotify:track:00xWJo63OSXjWyihycznbe,,,,,,,,,,,,,197982,cumbia,cumbia; cumbia norteña,2025-11-14T09:04:51.596Z
spotify:track:0knsBJ21cqAbgjdr2i0R9b,,,,,,,,,,,,,160844,hardstyle,hardstyle; nightcore; hardstyle,2025-11-14T09:04:51.596Z
spotify:track:0O45fw2L5vsWpdsOdXwNAR,,,,,,,,,,,,,242733,,,2025-11-14T09:04:51.596Z
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,,,,,,,,,,,,,262826,old school hip hop,old school hip hop,2025-11-14T09:04:51.596Z
spotify:track:1SssFw74DdHVjRa6ADggdD,,,,,,,,,,,,,227067,reggae,reggae; roots reggae,2025-11-14T09:04:51.596Z
spotify:track:1Yk0cQdMLx5RzzFTYwmuld,,,,,,,,,,,,,295502,soft pop,soft pop,2025-11-14T09:04:51.596Z
spotify:track:29tnryGLEZCD6rpMncxU9S,,,,,,,,,,,,,276560,,,2025-11-14T09:04:51.596Z
spotify:track:2stkLJ0JNcXkIRDNF3ld6c,,,,,,,,,,,,,124160,,,2025-11-14T09:04:51.596Z
spotify:track:3OFwjx4x49bqIi8W7kRzzV,,,,,,,,,,,,,373093,gqom,gqom; amapiano,2025-11-14T09:04:51.596Z
spotify:track:3OTGZhc6EuE1XZ8849hHi2,,,,,,,,,,,,,123464,punk,punk; pop punk,2025-11-14T09:04:51.596Z
spotify:track:4PTG3Z6ehGkBFwjybzWkR8,,,,,,,,,,,,,213573,,,2025-11-14T09:04:51.596Z
spotify:track:5eqiMMbaeUZ32Q7sS00H35,,,,,,,,,,,,,260239,,,2025-11-14T09:04:51.596Z
spotify:track:6KRsQtqdY4EilCDbWW1EgV,,,,,,,,,,,,,341682,,,2025-11-14T09:04:51.596Z
spotify:track:6L5xbckRDXIf5K1pwTaGkD,,,,,,,,,,,,,204436,edm,edm; electro house; big room; edm; progressive house; techno; big room; hard techno; techno; acid techno; hypertechno,2025-11-14T09:04:51.596Z
spotify:track:7EjyzZcbLxW7PaaLua9Ksb,,,,,,,,,,,,,137133,surf rock,surf rock; proto-punk,2025-11-14T09:04:51.596Z
spotify:track:7m8wiHGjtlJ5UQvqiCjhV5,,,,,,,,,,,,,119558,electroclash,electroclash,2025-11-14T09:04:51.596Z
spotify:track:0smyCrJiibi2uwCiq5R1vj,,,,,,,,,,,,,242733,,,2025-11-14T09:04:51.596Z
spotify:track:26uzS4AhDPEYbGwcWFWB2O,,,,,,,,,,,,,196506,,,2025-11-14T09:04:51.596Z
spotify:track:2DaEFCMaprAH4vZmzQYaxc,,,,,,,,,,,,,217066,modern blues,modern blues; blues rock,2025-11-14T09:04:51.596Z
spotify:track:2lwwrWVKdf3LR9lbbhnr6R,,,,,,,,,,,,,208466,indie rock,indie rock; indie; alternative rock,2025-11-14T09:04:51.596Z
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,,,,,,,,,,,,,235213,southern hip hop,southern hip hop; hip hop,2025-11-14T09:04:51.596Z
spotify:track:3Fzlg5r1IjhLk2qRw667od,,,,,,,,,,,,,232693,,,2025-11-14T09:04:51.596Z
spotify:track:3RdO6FKB2of4EddE1Uxlpa,,,,,,,,,,,,,187838,pop punk,pop punk,2025-11-14T09:04:51.596Z
spotify:track:4CeeEOM32jQcH3eN9Q2dGj,,,,,,,,,,,,,301920,grunge,grunge; rock,2025-11-14T09:04:51.596Z
spotify:track:4KacUpvbA3Mfo05gttTjhN,,,,,,,,,,,,,178266,pop punk,pop punk; punk; skate punk,2025-11-14T09:04:51.596Z
spotify:track:4MSj19TwYBLgDFj3ddEeco,,,,,,,,,,,,,145599,tropical house,tropical house,2025-11-14T09:04:51.596Z
spotify:track:57iDDD9N9tTWe75x6qhStw,,,,,,,,,,,,,357266,britpop,britpop; shoegaze,2025-11-14T09:04:51.596Z
spotify:track:5eS6pTvDNOvh2kyxeZtK3r,,,,,,,,,,,,,387506,french house,french house; electronic; electro,2025-11-14T09:04:51.596Z
spotify:track:6GG73Jik4jUlQCkKg9JuGO,,,,,,,,,,,,,165853,emo,emo; pop punk,2025-11-14T09:04:51.596Z
spotify:track:6Gqzr5DpN48FESo5uHGsJ7,,,,,,,,,,,,,253178,afropop,afropop; amapiano; afro soul; gqom,2025-11-14T09:04:51.596Z
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,,,,,,,,,,,,,163253,,,2025-11-14T09:04:52.305Z
spotify:track:0SaK0ipZhNK904aYpqh2bh,,,,,,,,,,,,,204977,,,2025-11-14T09:04:52.305Z
spotify:track:0U7k3FA9j87TO5jAi15ylT,,,,,,,,,,,,,221419,,,2025-11-14T09:04:52.305Z
spotify:track:1hJdzermHhYNWxiu0Fw5h9,,,,,,,,,,,,,239508,,,2025-11-14T09:04:52.305Z
spotify:track:20BFo9REyGdCxrlPmD3xph,,,,,,,,,,,,,203826,,,2025-11-14T09:04:52.305Z
spotify:track:3K6poepPfveodD8NQq1R0X,,,,,,,,,,,,,267053,,,2025-11-14T09:04:52.305Z
spotify:track:3UMbZWBBN0CSjPHqgaQItA,,,,,,,,,,,,,151733,egg punk,egg punk,2025-11-14T09:04:52.305Z
spotify:track:4eTN4kEeexKdkAE804WJfv,,,,,,,,,,,,,248523,,,2025-11-14T09:04:52.305Z
spotify:track:6Df0RNShcnfIJmrRoJ6Gc9,,,,,,,,,,,,,238002,alternative rock,alternative rock; rock,2025-11-14T09:04:52.305Z
spotify:track:6ONyZXRIEiZWWnAA1F5YvH,,,,,,,,,,,,,287159,hardcore punk,hardcore punk; hardcore,2025-11-14T09:04:52.305Z
spotify:track:6r3jteHvR25BRmiHHJO12i,,,,,,,,,,,,,198292,,,2025-11-14T09:04:52.305Z
spotify:track:6rWLrj4M3PDu6XpgjY7vAU,,,,,,,,,,,,,118608,,,2025-11-14T09:04:52.305Z
spotify:track:6V7bxWg4mmuU4ILbYPQJvd,,,,,,,,,,,,,190320,,,2025-11-14T09:04:52.305Z
spotify:track:71MZKO0M24RBAk6ubkt2SG,,,,,,,,,,,,,162240,french rap,french rap; liquid funk,2025-11-14T09:04:52.305Z
spotify:track:7E47zOXHdx0Ob0Bu5GxCs6,,,,,,,,,,,,,157200,,,2025-11-14T09:04:52.305Z
spotify:track:7KaPirdYI1EUhma39W8RVH,,,,,,,,,,,,,149446,hyperpop,hyperpop,2025-11-14T09:04:52.305Z
spotify:track:7oSZ6MfZPLsJ2pEc7tu3zz,,,,,,,,,,,,,201333,metalcore,metalcore,2025-11-14T09:04:52.305Z
spotify:track:1zzxoZVylsna2BQB65Ppcb,,,,,,,,,,,,,217586,east coast hip hop,east coast hip hop; old school hip hop; hardcore hip hop,2025-11-14T09:04:52.305Z
spotify:track:2KmEgiY8fQs0G6WNxtzQKr,,,,,,,,,,,,,300400,classic rock,classic rock; rock,2025-11-14T09:04:52.305Z
spotify:track:34xGLuxM0rkxhCVyMSqwJO,,,,,,,,,,,,,313684,,,2025-11-14T09:04:52.305Z
spotify:track:3bBE6dotfVu7eUeMdDe74a,,,,,,,,,,,,,248280,classic rock,classic rock,2025-11-14T09:04:52.305Z
spotify:track:3z8h0TU7ReDPLIbEnYhWZb,,,,,,,,,,,,,354947,classic rock,classic rock; rock; glam rock,2025-11-14T09:04:52.305Z
spotify:track:4VmHI9Fk1DATymjdTiHGbb,,,,,,,,,,,,,202106,,,2025-11-14T09:04:52.306Z
spotify:track:5VBwLOZDyDWInNYIUniuZG,,,,,,,,,,,,,544800,,,2025-11-14T09:04:52.306Z
spotify:track:5Yz9Urz9CYn1HLiOlYkU1r,,,,,,,,,,,,,235815,blues rock,blues rock; modern blues,2025-11-14T09:04:52.306Z
spotify:track:62dD6AMgEvZq5OCHAZ7d9a,,,,,,,,,,,,,1421466,classical,classical; orchestral; classical piano; classical; classical; orchestral; opera; requiem; classical; opera; orchestral; requiem,2025-11-14T09:04:52.306Z
spotify:track:6dNJ3lasVLPd0078T9yqlm,,,,,,,,,,,,,279666,stoner rock,stoner rock,2025-11-14T09:04:52.306Z
spotify:track:6K4t31amVTZDgR3sKmwUJJ,,,,,,,,,,,,,216320,neo-psychedelic,neo-psychedelic; indie,2025-11-14T09:04:52.306Z
spotify:track:6Nm8h73ycDG2saCnZV8poF,,,,,,,,,,,,,222826,industrial metal,industrial metal; industrial rock; alternative metal; metal; nu metal,2025-11-14T09:04:52.306Z
spotify:track:6tS3XVuOyu10897O3ae7bi,,,,,,,,,,,,,234653,g-funk,g-funk; west coast hip hop; gangster rap; hip hop; old school hip hop; rap; pop,2025-11-14T09:04:52.306Z
spotify:track:7bYZBVrnRfqeaPbhRyEvK3,,,,,,,,,,,,,235613,g-funk,g-funk,2025-11-14T09:04:52.306Z
spotify:track:0fr0rZE7Migw6vTmrpJodk,,,,,,,,,,,,,221681,,,2025-11-14T09:04:52.306Z
spotify:track:0JnYYTNUXb3dY53k37EjUR,,,,,,,,,,,,,194366,,,2025-11-14T09:04:52.306Z
spotify:track:0L6D2O1wPsvDz9UlNvxR6u,,,,,,,,,,,,,153120,nederpop,nederpop,2025-11-14T09:04:52.306Z
spotify:track:1XO6137E1Qs8zNykX1ZUj7,,,,,,,,,,,,,268213,,,2025-11-14T09:04:52.306Z
spotify:track:210wTN57NaTZfqYwcFK8P2,,,,,,,,,,,,,256200,,,2025-11-14T09:04:52.306Z
spotify:track:2PAEKTFAiEGCUelGmtNLXj,,,,,,,,,,,,,220626,afro tech,afro tech,2025-11-14T09:04:52.306Z
spotify:track:2rISyeextfQVjIzHhxKjLZ,,,,,,,,,,,,,233986,stoner metal,stoner metal,2025-11-14T09:04:52.306Z
spotify:track:2W4VAbHvNmehBULxV0X4u3,,,,,,,,,,,,,219750,,,2025-11-14T09:04:52.306Z
spotify:track:3cQ269xiTYlh4E2HqUSash,,,,,,,,,,,,,140487,,,2025-11-14T09:04:52.306Z
spotify:track:4JgkpRBb3CZ38CMyyj5z3F,,,,,,,,,,,,,219141,,,2025-11-14T09:04:52.306Z
spotify:track:5EdKpHVNlOuoQIf8rjvRrc,,,,,,,,,,,,,171508,pop punk,pop punk,2025-11-14T09:04:52.306Z
spotify:track:5JWuFYnZuq1LagPAQEts3H,,,,,,,,,,,,,277354,,,2025-11-14T09:04:52.306Z
spotify:track:6ArdKvO53ScSLT9nVOCZhJ,,,,,,,,,,,,,273999,,,2025-11-14T09:04:52.306Z
spotify:track:6x8GEdenhHZIDyJzmSU0oX,,,,,,,,,,,,,171424,,,2025-11-14T09:04:52.306Z
spotify:track:7khXO8XOnhXVgoTVftybJf,,,,,,,,,,,,,257253,,,2025-11-14T09:04:52.306Z
spotify:track:7L0ZszqJ2Niya1yHp7FcXo,,,,,,,,,,,,,216240,,,2025-11-14T09:04:52.306Z
spotify:track:7LENvCM03NF93ww2gqLGO4,,,,,,,,,,,,,192116,,,2025-11-14T09:04:52.306Z
spotify:track:1FS21kclHQ2vVi3U1ZxETc,,,,,,,,,,,,,324240,big beat,big beat,2025-11-14T09:04:52.306Z
spotify:track:1qDrWA6lyx8cLECdZE7TV7,,,,,,,,,,,,,244884,,,2025-11-14T09:04:52.306Z
spotify:track:1XtgF9N4G9xDiYiVfu3cID,,,,,,,,,,,,,132577,afro house,afro house,2025-11-14T09:04:52.732Z
spotify:track:303ccTay2FiDTZ9fZ2AdBt,,,,,,,,,,,,,403293,french house,french house; french house; french house; french house,2025-11-14T09:04:52.732Z
spotify:track:3LPLRNr58Z9Pn0clnEtkXb,,,,,,,,,,,,,249302,,,2025-11-14T09:04:52.732Z
spotify:track:49X0LAl6faAusYq02PRAY6,,,,,,,,,,,,,307153,french house,french house; disco house,2025-11-14T09:04:52.732Z
spotify:track:4INDiWSKvqSKDEu7mh8HFz,,,,,,,,,,,,,257399,old school hip hop,old school hip hop; gangster rap; east coast hip hop; hip hop; hip hop; east coast hip hop,2025-11-14T09:04:52.732Z
spotify:track:5GCz9BOkt17aI6ZOR3EiUl,,,,,,,,,,,,,175666,brazilian hip hop,brazilian hip hop; samba; brazilian rock; brazilian hip hop; mpb,2025-11-14T09:04:52.732Z
spotify:track:5JGT0QEUDWZ6cZv6zj0yTF,,,,,,,,,,,,,175266,,,2025-11-14T09:04:52.732Z
spotify:track:5rX6C5QVvvZB7XckETNych,,,,,,,,,,,,,297586,,,2025-11-14T09:04:52.732Z
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,,,,,,,,,,,,,201660,,,2025-11-14T09:04:52.732Z
spotify:track:75IN3CtuZwTHTnZvYM4qnJ,,,,,,,,,,,,,268400,rap,rap; hip hop,2025-11-14T09:04:52.732Z
spotify:track:0snQkGI5qnAmohLE7jTsTn,,,,,,,,,,,,,218933,nu metal,nu metal; metal; alternative metal; rap metal; rock,2025-11-14T09:04:52.732Z
spotify:track:0WTt4UIUMbVIAnXhaPq7iu,,,,,,,,,,,,,187831,metalcore,metalcore; post-hardcore,2025-11-14T09:04:52.732Z
spotify:track:11maSPwKMsQpwQ3JAANZyt,,,,,,,,,,,,,202106,,,2025-11-14T09:04:52.732Z
spotify:track:1C4kEFOxvrFDoiTPm0mXT5,,,,,,,,,,,,,326983,,,2025-11-14T09:04:52.732Z
spotify:track:22wnEMAQaNrbot1dwmeucH,,,,,,,,,,,,,252106,grunge,grunge; post-grunge; alternative metal,2025-11-14T09:04:52.732Z
spotify:track:32FMAbZAzs3D70UuvnN6y4,,,,,,,,,,,,,164174,,,2025-11-14T09:04:52.732Z
spotify:track:4LWbCqYBxv0R59boBJcozr,,,,,,,,,,,,,306626,choral,choral; african gospel,2025-11-14T09:04:52.732Z
spotify:track:51txLjbvSBRvtxjCjAFLkM,,,,,,,,,,,,,197933,garage rock,garage rock; rock,2025-11-14T09:04:52.732Z
spotify:track:5avojSRpLKbyT9VxJ6Brq6,,,,,,,,,,,,,166706,heavy metal,heavy metal; metal; speed metal; hard rock; rock,2025-11-14T09:04:52.732Z
spotify:track:5tewIdMVsaJWN19ZnmnPNN,,,,,,,,,,,,,228693,new wave,new wave; synthpop,2025-11-14T09:04:52.732Z
spotify:track:68qTHvSgGliiPUaiIXOvTu,,,,,,,,,,,,,341960,post-hardcore,post-hardcore; screamo; emo,2025-11-14T09:04:52.732Z
spotify:track:6lrTEb0STphGs4FmsrFktB,,,,,,,,,,,,,205238,,,2025-11-14T09:04:52.732Z
spotify:track:7fkx4LjpBn5Ae9utQNymVo,,,,,,,,,,,,,196283,death metal,death metal; progressive metal; djent; deathcore; metal; melodic death metal,2025-11-14T09:04:52.732Z
spotify:track:7oDFvnqXkXuiZa1sACXobj,,,,,,,,,,,,,246200,art rock,art rock; alternative rock,2025-11-14T09:04:52.732Z